Canvas,Πλατφόρμες eLearning,,,http://www.instructure.com,Πλατφόρμες eLearning,,,
Carto,ΓΕΩΓΡΑΦΙΑ,ΓΕΩΛΟΓΙΑ - ΓΕΩΓΡΑΦΙΑ,ΠΡΩΤΟΒΑΘΜΙΑ,"https://carto.com/
","Το εργαλείο CartoDB είναι μια διαδικτυακή πλατφόρμα, εξερευνησης γεωγραφικών δεδομενων",OPEN SOURCE,ΠΛΑΤΦΟΡΜΑ,ONLINE
Celestia,ΑΣΤΡΟΝΟΜΙΑ,,"ΠΡΩΤΟΒΑΘΜΙΑ
", http://www.shatters.net/celestia/ ,"Το Celestia http://www.shatters.net/celestia/ είναι ένα λογισμικό τρισδιάστατης εικονικής αναπαράστασης φαινομένων του σύμπαντος και προσφέρει ένα μαθησιακό περιβάλλον για την διδασκαλία στοιχείων αστρονομίας και διαστημικής. Το Celestia είναι κατάλληλο για την κατανόηση, από τους μαθητές της πρωτοβάθμιας και της δευτεροβάθμιας εκπαίδευσης εννοιών σχετικών με το χώρο και για τη θέση του ανθρώπου στη Γη και το διάστημα.",OPEN SOURCE,"ΕΦΑΡΜΟΓΗ
","CROSSPLATFORM
"
centenia,ΙΣΤΟΡΙΑ,ΙΣΤΟΡΙΑ,ΠΡΩΤΟΒΑΘΜΙΑ,http://www.historicalatlas.com/,"CENTENNIA is a map-based guide to the history of Europe and the Middle East from the beginning of the 11th century to the present. It is a dynamic, animated historical atlas including over 9,000 border changes.",,ΠΛΑΤΦΟΡΜΑ,ONLINE
circuit maker,ΗΛΕΚΤΡΟΝΙΚΗ,ΦΥΣΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://circuitmaker.com/About,"CircuitMaker is not just a free EDA software tool from Altium, it’s also a community of creative people and design content, working together to invent circuits and electronics products for a better future.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
ClamWinLynis,"ANTIVIRUS
",ΠΛΗΡΟΦΟΡΙΚΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,,"Antivirus
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,WINDOWS
Clonezilla,"ΚΛΩΝΟΠΟΙΗΣΗ ΔΙΣΚΩΝ
",ΠΛΗΡΟΦΟΡΙΚΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://clonezilla.org/,Disk Imaging and Cloning ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
CMAPTOOLS,ΝΟΗΤΙΚΟΙ ΧΑΡΤΕΣ,ΑΡΧΑΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://cmap.ihmc.us/cmaptools/,Λογισμικό για νοητικούς χάρτες,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Cn3D,ΠΕΡΙΗΓΗΣΗ ΣΕ 3D ΧΑΡΤΕΣ,ΒΙΟΛΟΓΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.ncbi.nlm.nih.gov/Structure/CN3D/cn3d.shtml,"Cn3D (""see in 3D"") είναι μια βοηθητική εφαρμογή για τον περιηγητή, που σας επιτρέπει να βλέπετε 3διάστατες δομές από την NCBI's Entrez Structure database",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,"WINDOWS, MACOSX"
Dev-C++,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://orwelldevcpp.blogspot.gr/,Προγραμματιστικό περιβάλλον ανάπτυξης (IDE)  για προγραμματισμό σε C και σε C++.,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,WINDOWS
Dia,ΣΧΕΔΙΑΣΗ ΔΙΑΓΡΑΜΜΑΤΩΝ,ΤΕΧΝΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://dia-installer.de/,"Πρόγραμμα για την κατασκευή διαγραμμάτων (UML, ER, Network Diagrams κ.ά.).",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
DrPython,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://drpython.sourceforge.net/,Περιβάλλον για την ανάπτυξη κώδικα στη γλώσσα προγραμματισμού Python',OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Drupal,"CMS
",ΠΛΗΡΟΦΟΡΙΚΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://mydrupal.gr/,Το Drupal είναι ένα ανοιχτού κώδικα Σύστημα διαχείρισης περιεχόμενου (CMS). Χρησιμοποιείται για την δημιουργία και την διαχείριση πολλών και διαφορετικών ιστότοπων.,OPEN SOURCE,,
DustyScript,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,"ΠΡΩΤΟΒΑΘΜΙΑ
","https://sourceforge.net/projects/dustyscript/
","Πρόκειται για μια γλώσσα προγραμματισμού κατάλληλη για παιδιά 8-9 ετών και απλή έτσι ώστε να είναι κατανοητή.
",OPEN SOURCE,EΦΑΡΜΟΓΗ,CROSSPLATFORM
Easy Java Simulations,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΦΥΣΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.um.es/fem/Ejs/,Εργαλείο κατασκευής και επεξεργασίας προγραμμάτων Java,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Eclipse Java,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΤΕΧΝΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,https://eclipse.org/,Προγραμματιστικό περιβάλλον ανάπτυξης (IDE)  για προγραμματισμό σε Java ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Edmondo,Δημιουργία ψηφιακής τάξης,ΟΛΕΣ,ΟΛΕΣ,https://www.edmodo.com/?language=el,Συνεργατική πλατφόρμα,"
",ΠΛΑΤΦΟΡΜΑ,ONLINE
eduTrac,Συστήματα διαχείρισης Πληροφοριών,,,http://www.7mediaws.org/,Συστήματα διαχείρισης Πληροφοριών,,,
EdX,Πλατφόρμες eLearning,,,https://github.com/edx,Πλατφόρμες eLearning,,,
electric,ΗΛΕΚΤΡΟΝΙΚΗ,ΤΕΧΝΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://www.staticfreesoft.com/,Πλήρες σύστημα αυτοματοποιημένης ηλεκτρονικής σχεδίασης και προσομοίωσης κυκλωμάτων,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
elvis,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://elvis.the-little-red-haired-girl.org/,"Editor  vi/ex clone, ",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Enchanting,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΤΕΧΝΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://enchanting.robotclub.ab.ca/About,Περιβάλλον προγραμματισμού για LEGO Mindstorms NXT,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
ESRI's Javascript open API,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΜΕΛΕΤΗ ΠΕΡΙΒΑΛΛΟΝΤΟΣ,ΠΡΩΤΟΒΑΘΜΙΑ,,,,,
eukleides,ΓΕΩΜΕΤΡΙΑ,ΜΑΘΗΜΑΤΙΚΑ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://www.eukleides.org/overview.html,Η γλώσσα Eukleides περιέχει ένα πλήρες πακέτο εντολών για τη δημιουργία σχημάτων της Ευκλείδειας γεωμετρίας,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Evolution,"ΗΛΕΚΤΡΟΝΙΚΗ ΑΛΛΗΛΟΓΡΑΦΙΑ
","
",ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://wiki.gnome.org/Apps/Evolution," Πρόκειται γαι εφαρμογή ηλεκτρονικής αλληλογραφίας για την επιφάνεια εργασίας GNOME, ενώ παράλληλα περιλαμβάνει ημερολόγιο και πρόγραμμα διαχείρισης επαφών.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Ffmpeg,ΜΟΥΣΙΚΗ - ΒΙΝΤΕΟ,ΕΙΚΑΣΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.ffmpeg.org/,"Εφαρμογή μετρατροπής και strreaming αρχείων βίντεο / ήχου σε άλλα, όπως FLV και άλλες μορφές βίντεο χρησιμοποιώντας τον κωδικοποιητή XviD / x264
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
FileZilla,ΕΦΑΡΜΟΓΗ ΓΙΑ FTP,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://filezilla-project.org/index.php,"Εφαρμογή FTP, FTPS and SFTP client with lots of useful features and an intuitive graphical user interface.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
FreeBSD,"ΛΕΙΤΟΥΡΓΙΚΟ ΣΥΣΤΗΜΑ
",ΠΛΗΡΟΦΟΡΙΚΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,https://www.freebsd.org/,"FreeBSD is an advanced computer operating system used to power modern servers, desktops, and embedded platforms.",OPEN SOURCE,ΛΕΙΤΟΥΡΓΙΚΟ ΣΥΣΤΗΜΑ,
FreePCB,ΗΛΕΚΤΡΟΝΙΚΗ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.freepcb.com/,PCB editor για Microsoft Windows,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,WINDOWS
Fritzing,ΗΛΕΚΤΡΟΝΙΚΗ,ΤΕΧΝΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,ΕΠΑΓΓΕΛΜΑΤΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,http://fritzing.org/home/,"

Λογισμικο προσομοιωσης κατασκευής ηλεκτρονικών πλακετών, ",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
GanttProject,Διαχείριση έργων,,,https://www.ganttproject.biz,Διαχείριση έργων,,,
GCC,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,"ΠΛΗΡΟΦΟΡΙΚΗ
",ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://gcc.gnu.org/,"The GNU Compiler Collection (GCC) Πρόκειται για συλλογή μεταγλωττιστών για τις γλώσσες C, C++, Objective-C, Fortran, Java και Ada.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
gcompris,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,ΓΛΩΣΣΑ,ΠΡΟΣΧΟΛΙΚΗ - ΠΡΩΤΟΒΑΘΜΙΑ,http://gcompris.net/index-el.html,"Το GCompris είναι μια σουίτα εκπαιδευτικού λογισμικού και αποτελείται από ένα μεγάλο πλήθος δραστηριοτήτων για παιδιά ηλικίας 2 έως 10 ετών.

Μερικές από τις δραστηριότητες αν και έχουν παιγνιώδη χαρακτήρα, ωστόσο διατηρούν τον εκπαιδευτικό τους προσανατολισμό.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Geany,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.geany.org,Geany is a text editor using the GTK+ toolkit with basic features of an integrated development environmen,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,"LINUX, WINDOWS"
genChemLab,ΧΗΜΕΙΑ,ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://genchemlab.sourceforge.net/,εφαρμογή για την προσομοίωση ασκήσεων χημείας στο σχολικό χημικό εργαστήριο,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,"LINUX, WINDOWS"
Gene Explorer,ΒΙΟΛΟΓΙΑ,ΒΙΟΛΟΓΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://intro.bio.umb.edu/GX/,Εφαρμογη εξομοίωσης γονιδιωμάτων,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
GeoGebra,ΓΕΩΜΕΤΡΙΑ,ΜΑΘΗΜΑΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.geogebra.org/,"Το GeoGebra (σύνθεση των λέξεων geometry και algebra) αποτελεί διαδραστικό λογισμικό γεωμετρίας για εκπαιδευτικούς σκοπούς
","OPEN SOURCE
",ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Gibbon,Πλατφόρμες eLearning,,,http://www.gibbonedu.org,Πλατφόρμες eLearning,,,
Gimp,ΕΠΕΞΕΡΓΑΣΙΑ ΦΩΤΟΓΡΑΦΙΑΣ,ΟΛΕΣ,ΟΛΕΣ,https://www.gimp.org/,"Λογισμικό για επεξεργασία φωτογραφιών, σύνθεση και δημιουργία εικόνων.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
GIT,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://git-scm.com/,Το Git (/ɡɪt/) είναι ένα σύστημα ελέγχου εκδόσεων (λέγεται και σύστημα ελέγχου αναθεωρήσεων ή σύστημα ελέγχου πηγαίου κώδικα),OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
GNU Octave,ΜΑΘΗΜΑΤΙΚΑ,ΜΑΘΗΜΑΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.gnu.org/software/octave/,"Το Octave είναι ένα μαθηματικό πακέτο (και, κατ' επέκταση, μια υψηλού επιπέδου interpreted γλώσσα προγραμματισμού) που προορίζεται για αριθμητικούς υπολογισμούς και πολλά άλλα. Βασικό στοιχείο του είναι η ευκολία με την οποία χειρίζεται κανείς πίνακες
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
GoLab,"ΦΥΣΙΚΕΣ ΕΠΙΣΤΗΜΕΣ
",ΦΥΣΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.go-lab-project.eu/,The Go-Lab Project (Global Online Science Labs for Inquiry Learning at School) opens up online science laboratories (remote and virtual labs) for the large-scale use in school education,,ΠΛΑΤΦΟΡΜΑ,ONLINE
GPeriodic,ΧΗΜΕΙΑ,ΧΗΜΕΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://gperiodic.seul.org/,Eφαρμογή για την πλοήγηση στον περιοδικό πίνακα των χημικών στοιχείων,OPEN SOURCE,"ΕΦΑΡΜΟΓΗ
",
graph,ΜΑΘΗΜΑΤΙΚΑ,ΜΑΘΗΜΑΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.padowan.dk/,Εφαρμογή σχεδίασης μαθηματικών γραφημάτων με συντεταγμένες,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
GraphViz,ΜΑΘΗΜΑΤΙΚΑ,ΜΑΘΗΜΑΤΙΚΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.graphviz.org/,Graph visualization software,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
gravit,ΦΥΣΙΚΗ,ΦΥΣΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://gravit.slowchop.com/, εργαλείο προσομοίωσης της βαρύτητας. Μεταξύ άλλων παρέχει τη δυνατότητα δημιουργίας τρισδιάστατων βαρυτικών μοτίβων.,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Greenfoot Java,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,"ΠΛΗΡΟΦΟΡΙΚΗ
",ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.greenfoot.org/door,"Visual tools coupled with programming, making learning to program easier ","
OPEN SOURCE",ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
gvSIG Educa,ΓΕΩΓΡΑΦΙΑ,ΓΕΩΓΡΑΦΙΑ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,http://www.gvsig.org/web/home/projects/gvsig-educa,,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Gzip,ΣΥΜΠΙΕΣΗ ΑΡΧΕΙΩΝ,ΟΛΕΣ,ΟΛΕΣ,http://www.gzip.org,"Εφαρμογή συμπίεση αρχείων
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Hot Potatoes,"ΚΟΥΙΖ, ΠΑΖΛ, ΤΕΣΤ",ΟΛΕΣ,ΠΡΩΤΟΒΑΘΜΙΑ,,το Hot Potatoes είναι μία συλλογή μικρών εφαρμογών για τη δημιουργία ασκήσεων εξάσκησης ή αξιολόγησης μέσω Η/Υ ή διαδικτύου.τ,,,
http://sxoleio.cu.cc/,"ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ
",,ΠΡΩΤΟΒΑΘΜΙΑ,http://sxoleio.cu.cc/,,,ΠΛΑΤΦΟΡΜΑ,ONLINE
Inkscape,ΣΧΕΔΙΑΣΗ ΔΙΑΝΥΣΜΑΤΙΚΩΝ ΓΡΑΦΙΚΩΝ,ΠΛΗΡΟΦΟΡΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://inkscape.org/en/,Το Inkscape είναι ένας επεξεργαστής διανυσματικών γραφικών ανοικτού κώδικα,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Interactive Story Maps,ΔΙΑΔΡΑΣΤΙΚΕΣ ΙΣΤΟΡΙΕΣ,,ΠΡΩΤΟΒΑΘΜΙΑ,https://storymaps.arcgis.com/en/,"Esri Story Maps let you combine authoritative maps with narrative text, images, and multimedia content.",,ΠΛΑΤΦΟΡΜΑ,
"Interactive WEB Physics,",ΦΥΣΙΚΗ,ΦΥΣΙΚΗ,ΔΕΥΤΕΡΟΒΑΘΜΙΑ,https://www.iwphys.org/,"Innteractive Web Physics is a Java, Web-based animation and problem designer tool. Anyone can quickly design mathematics or physics animations and simulations that run in a web browser. Unlike other solutions, no knowledge of programming is required.",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Italc,ΔΙΑΧΕΙΡΙΣΗ ΕΡΓΑΣΤΗΡΙΩΝ,,,http://italc.sourceforge.net/," Εφαρμογή ανοικτού κώδικα για τη διαχείριση μαθημάτων σε σχολικό εργαστήριο υπολογιστών (επίδειξη οθόνης, κλείδωμα υπολογιστών μαθητών, remote control και άλλα πολλά)",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,"WINDOWS, LINUX"
Jigsawplanet,"ΚΟΥΙΖ, ΠΑΖΛ, ΤΕΣΤ",,,http://www.jigsawplanet.com/,Free online jigsaw puzzles,,ΠΛΑΤΦΟΡΜΑ,
JUMP GIS,ΓΕΩΓΡΑΦΙΑ,,,http://jump-pilot.sourceforge.net,Σύστημα Γεωγραφικ'ων Πληροφοριών,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
kapman,"ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ
",,ΠΡΟΣΧΟΛΙΚΗ,https://www.kde.org/applications/games/kapman/,Παιχνίδι τυπου pacman,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Kazam,ΔΗΜΙΟΥΡΓΙΑ ΔΙΑΔΡΑΣΤΙΚΩΝ ΙΣΤΟΡΙΩΝ,,,https://sourceforge.net/projects/kazam/,ΔΗΜΙΟΥΡΓΙΑ ΔΙΑΔΡΑΣΤΙΚΩΝ ΙΣΤΟΡΙΩΝ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,WINDOWS
Kblocks,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΟΣΧΟΛΙΚΗ,https://www.kde.org/applications/games/kblocks/,Παιχνίδι τύπου Tetris,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
KDEnlive,ΒΙΝΤΕΟ ΕΠΕΞΕΡΓΑΣΙΑ,ΠΛΗΡΟΦΟΡΙΚΗ,ΟΛΕΣ,https://kdenlive.org/,ΒΙΝΤΕΟ ΕΠΕΞΕΡΓΑΣΙΑ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
KiCad,ΗΛΕΚΤΡΟΝΙΚΗ,ΤΕΧΝΙΚΗ ΕΚΠΑΙΔΕΥΣΗ,,http://kicad-pcb.org/,ΗΛΕΚΤΡΟΝΙΚΗ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
Kizoa,ΒΙΝΤΕΟ ΕΠΕΞΕΡΓΑΣΙΑ,,,http://www.kizoa.com/,ΒΙΝΤΕΟ ΕΠΕΞΕΡΓΑΣΙΑ,,ΠΛΑΤΦΟΡΜΑ,ONLINE
Kig,ΓΕΩΜΕΤΡΙΑ,,ΠΡΩΤΟΒΑΘΜΙΑ,https://edu.kde.org/kig/?site_locale=el,ΓΕΩΜΕΤΡΙΑ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
klogic,ΗΛΕΚΤΡΟΝΙΚΗ,,,http://www.a-rostin.de/,ΗΛΕΚΤΡΟΝΙΚΗ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Kodi,ΠΟΛΥΜΕΣΑ,,,https://kodi.tv/,ΠΟΛΥΜΕΣΑ,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Kodu,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,,,https://www.kodugamelab.com,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,,,
Koha,Διαχείριση Βιβλιοθηκών,,,http://koha-community.org,Διαχείριση Βιβλιοθηκών,OPEN SOURCE,,
kollision,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΟΣΧΟΛΙΚΗ,https://www.kde.org/applications/games/kollision/,Παιχνίδι εξοικειωσης με το ποντικι,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
kolourpaint,ΖΩΓΡΑΦΙΚΗ,,,https://www.kde.org/applications/graphics/kolourpaint/,Απλή εφαρμογή ζωγραφικής,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Kompozer,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,,,http://kompozer.net/,"Πρόγραμμα επεξεργασία HTML- Δημιουργία ιστοσελίδων
",OPEN SOURCE,ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
ksquares,"ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ
",,ΠΡΟΣΧΟΛΙΚΗ,https://www.kde.org/applications/games/ksquares/,Παιχνίδι - Ενώνω σημεία για δημιουργία τετραγώνων,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
ktuberling,ΕΚΠΑΙΔΕΥΤΙΚΑ ΠΑΙΧΝΙΔΙΑ,,ΠΡΟΣΧΟΛΙΚΗ,https://www.kde.org/applications/games/ktuberling/,,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
KTurtle,ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΣ,,, https://edu.kde.org/kturtle/,Το πρόγραμμα αυτό αποτελεί ένα χρήσιμο εργαλείο για τη διδασκαλία της γεωμετρίας και βασικών αρχών προγραμματισμού σε παιδιά.,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,LINUX
Kuali OLE,Διαχείριση Βιβλιοθηκών,,,http://www.kuali.org/ole,Διαχείριση Βιβλιοθηκών,OPEN SOURCE,,
LAMS,Ανοιχτό Εκπαιδευτικό περιεχόμενο,,, https://wiki.lamsfoundation.org/display/lams/Home,Σύστημα Διαχείρισης Μαθησιακών Δραστηριοτήτων (LAMS) - Σχεδιασμού Μάθησης https://www.lamsfoundation.org/ (ΕΛΛΑΚ) και ως υπηρεσία στο ΠΣΔ http://lams.sch.gr/lams,,OER,OER
Leaflet,ΔΙΑΔΡΑΣΤΙΚΟΙ ΧΑΡΤΕΣ,,,http://leafletjs.com/,open-source JavaScript library για διαδραστικούς χάρτες για κινητά,OPEN SOURCE,ΕΦΑΡΜΟΓΗ,
Libav,ΜΟΥΣΙΚΗ ΕΠΕΞΕΡΓΑΣΊΑ,,,https://libav.org/,"Εργαλεία και βιβλιοθηκες για μετατροπή και χειρισμό αρχείων πολυμέσων
","OPEN SOURCE
",ΕΦΑΡΜΟΓΗ,
LibLime Koha,Διαχείριση Βιβλιοθηκών,,,http://liblime.com,Διαχείριση Βιβλιοθηκών,OPEN SOURCE,,
Libre CAD,ΣΧΕΔΙΑΣΗ,,,http://librecad.org/cms/home.html,To LibreCAD είναι ένα πρόγραμμα CAD που έχει σχεδιαστεί για να λειτουργεί σε όλα τα λειτουργικά συστήματα. Είναι ένα fork του QCad και του LibreCAD και έχει ένα γραφικό που θα φανεί γνωστό για τους χρήστες του AutoCAD. Το LibreCAD από προεπιλογή χρησιμοποιεί τη μορφή αρχείων AutoCAD DXF για την εισαγωγή και την αποθήκευση και προορίζεται  περισσότερο για σχέδια 2D.,"OPEN SOURCE
",ΕΦΑΡΜΟΓΗ,CROSSPLATFORM
LibreOffice,ΕΦΑΡΜΟΓΕΣ ΓΡΑΦΕΙΟΥ,,,,,,,
Libreplan,Διαχείριση έργων,,,http://www.libreplan.com/home,Διαχείριση έργων,,,
lightbot ,"ΚΟΥΙΖ, ΠΑΖΛ, ΤΕΣΤ",,ΠΡΟΣΧΟΛΙΚΗ - ΠΡΩΤΟΒΑΘΜΙΑ,https://lightbot.com/,Πλατφόρμα δημιουργίας  Κουιζ,,ΠΛΑΤΦΟΡΜΑ,ONLINE
